WP,City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
14953,NewYork,18-03-2019,,80.01,35.86,13.71,,,0,43.38,3.57,,,0.72,1306.96,72
14954,Dallas,24-10-2019,51.94,112.57,54.85,5.74,66.64,10.48,2.27,16.98,3.9,,,,2993.96,140
14955,Visalia,23-09-2018,28.78,54.01,10.28,6.23,17.04,24.86,0.39,23.3,3.64,14.65,2.98,15.16,5709.96,55
14956,Camden,04-06-2017,80.94,,1.82,5.97,4.91,,0.39,55.59,1.79,,,,1575.96,165
14957,Coyhaique,14-08-2018,,69.44,3.85,12.75,14.08,13.55,0.9,9.11,8.27,,,,3742.96,83
14958,NewYork,10-03-2019,39.87,72.74,8.71,8.73,20.17,13.61,0.35,27.78,15.53,8.16,2.28,7.85,5580.96,71
14959,Modesto,27-11-2018,174.9,348.4,37.71,47.97,56.94,42.93,3.99,40,20.47,13.42,,4.63,10740.96,397
14960,Logan,23-10-2018,55.72,120.87,4.32,28.81,19.65,5.98,0.72,31.07,10.68,11.2,3.41,5.46,10387.96,107
14961,Carlsbad,07-08-2015,41.97,,4.35,12.05,9.85,31.7,3.39,5.91,1.64,1.49,,0,1858.96,219
14962,Logan,20-06-2019,17.28,40.88,17.59,22.93,34.1,13.38,1.04,12.66,34.19,11.41,3.83,5.11,4354.96,79
14963,Carlsbad,22-05-2015,19.93,,4.18,11.29,7.06,0.02,3.59,22.2,6.35,8.27,,37.12,769.96,52
14964,LosAngeles,08-05-2016,53.09,,14.06,11.37,24.86,,0.62,9.44,8.93,6.59,1.48,0.83,14971.96,118
14965,Redding,02-09-2020,52.62,77.87,4.63,15.46,7.35,22.43,0.93,18.29,9.18,1.63,2.5,3.51,6592.96,91
14966,Fresno,10-11-2017,,395.33,7.84,7.11,,7.05,0,34.01,,,,,11536.96,189
14967,Nevada,16-09-2016,80.58,72.66,11.61,10.57,28.59,19.89,0.63,47.66,12.19,,,1.66,5912.96,126
14968,LosAngeles,25-07-2019,33.33,52.19,6.61,34.59,27.7,14.39,0.85,29.45,6.8,3.25,1.43,0.89,9786.96,54
14969,LosAngeles,21-12-2019,42.44,107.94,9.5,25,24.51,15.86,0.69,35.98,9.42,10.66,0.28,1.47,957.96,146
14970,Edinburg,12-05-2017,185.67,,67.09,72.33,98.18,,3.36,22.22,9.71,0.96,0.54,0.16,7498.96,364
14971,Sandiago,18-07-2019,62.25,,9.26,21.9,24.72,28.45,0.75,18.77,4.55,0.45,,0.33,6421.96,100
14972,Modesto,24-06-2020,45.47,84.85,6.67,30.71,29.05,12.07,0.94,36.66,9.59,11.21,0.6,1.56,8248.96,114
14973,Medellin,26-10-2017,148.79,292.2,23.4,6.46,27,30.09,2.17,13.93,30.63,,,0,3300.96,272
14974,Medellin,26-05-2020,22.02,,28.09,8.12,30.87,2.5,0.96,9.4,31.85,,,0,1435.96,49
14975,NewYork,11-04-2018,98.45,161.24,17.06,31.96,49.78,11.04,0.48,15.06,,2.25,41.86,7.69,3958.96,221
14976,Camden,13-01-2018,140.08,211.91,32.92,36.22,40.45,,1.31,25.25,9.05,2.9,,0,17441.96,244
14977,Edinburg,06-01-2015,,,21.62,20.21,40.64,,1.76,10.94,6.51,0.98,0.6,0.27,15491.96,112
14978,Chico,25-05-2019,123.59,,7.78,57.44,32.2,25.74,1.33,48.81,10.46,10.52,,4.44,12443.96,348
14979,Logan,15-06-2020,17.01,39.03,18.12,18.39,25.36,11.54,0.83,14.65,7.9,10.31,2.83,6.15,7505.96,52
14980,Coyhaique,11-06-2018,30.78,59.76,3.13,3.08,6.09,2.7,0.77,10.59,11.77,,,,13304.96,78
14981,Mexico,14-03-2018,37.79,54.97,1.75,7.09,4.77,7.49,,21.6,15.58,0,,0.32,16444.96,70
14982,Nevada,04-05-2019,28.44,38.85,1.72,5.95,3.21,6.31,0.37,24.04,19.55,,,0,16307.96,52
14983,Angol,27-01-2018,63.69,148.47,23.76,46.32,37.17,45.09,0,29.26,9.03,1.17,,3.4,16419.96,190
14984,Logan,24-07-2018,63.77,89.76,3.67,16.87,13.7,49.83,0.11,17.63,11.04,5.02,0.28,2.05,13411.96,97
14985,Las_cruces,04-08-2019,60.93,84.98,13.58,18.08,27.11,24.23,0.89,18.21,7.34,,,,14244.96,97
14986,Fresno,05-04-2018,,,,,,,,,,,,,19568.96,112
14987,Mexico,17-08-2018,12.66,35.07,1.18,2.78,2.87,5.35,0.89,10.62,9.55,0.28,0.11,0.23,15996.96,41
14988,Chico,17-03-2017,100.38,,9.93,23.57,2.35,,6.97,36.98,8.09,1.74,,1.14,9392.96,112
14989,Carlsbad,29-07-2015,36.61,,18.62,15.11,24.5,8.55,0,22.64,10.62,11.46,,75.87,13952.96,99
14990,Chico,06-04-2016,72.52,,5.73,34.6,,,1.29,44.14,4.95,2.33,,1.67,16757.96,233
14991,Mexico,03-03-2019,16.84,45.38,4.35,13.59,13.27,14.9,0.77,27.96,7.02,0.67,0.1,0.2,8926.96,53
14992,Sandiago,04-01-2016,21.58,,9.96,8.61,20.16,73.53,2.94,51.05,11.92,2.11,,,16549.96,112
14993,Camden,04-07-2015,42.97,,6.01,5.51,11.12,,0.4,21.92,0.97,,,,10706.96,130
14994,Shreveport,08-01-2018,52.67,178.24,39.27,90,51.45,14.3,38.64,41.61,74.43,48.22,3.08,16.58,2596.96,143
14995,Padrelascasas,14-07-2018,43.84,116.79,15.48,14.14,22.02,23.97,0.97,23.04,7.44,,,0,13444.96,73
14996,Logan,18-02-2019,55.08,157.71,11.47,36.26,29.23,18.74,1.16,33.37,13.32,12.31,6.13,9.61,4080.96,136
14997,Modesto,15-05-2019,101.87,188.46,82.14,51.45,131.4,24.3,1.75,38.42,10.7,31.43,1.52,3.35,12261.96,251
14998,Chico,17-06-2016,54.72,,5.75,57.46,6.24,,1.77,35.77,7.54,,,,9079.96,131
14999,Carlsbad,08-10-2019,16.57,55.45,10.41,19.67,20.01,,0.98,32.66,4.43,2.12,,1.28,16057.96,66
15000,Sanfransisco,02-10-2020,46.15,64.79,0.9,1.2,1.19,16.56,0.37,35.93,8.84,0.41,,0.29,7116.96,90
15001,Visalia,01-11-2020,16.17,44.85,4.7,9.56,11.15,11.34,0.34,13.19,2.61,12.37,1.84,4.28,8686.96,55
15002,Camden,08-08-2018,18.23,,8.1,21.56,16.98,,0.48,34.4,5.32,,,1.79,4199.96,90
15003,Camden,14-04-2018,85.69,140.39,20.28,39.38,47.27,,1.02,49.58,3.53,0,,0,13477.96,135
15004,Carlsbad,05-10-2020,66.29,187.59,6.51,28.06,23.09,26.42,0.81,30.29,7.15,1.28,,1.12,14940.96,139
15005,Shreveport,05-06-2018,102.62,160.66,11.01,13.27,13.08,,1.68,23.41,42.1,23.92,1.34,2.39,13312.96,302
15006,Bakersfield,18-09-2015,,,,,41.31,,0,,,0,0,0,1064.96,112
15007,NewYork,09-08-2019,32.57,60.6,16.59,11.87,25.55,26.77,0.4,13.79,10.34,1.23,9.39,4.62,3293.96,79
15008,Sandiago,22-07-2016,28.77,,4.78,12.03,16.57,130.91,1.17,21.41,13.08,0.02,,0.31,13600.96,82
15009,Logan,20-03-2018,29.71,46.14,9.87,28.25,26.68,8.93,0.77,9.84,3.46,4.07,1.35,2.76,1004.96,65
15010,Chico,06-08-2018,52.63,,5.92,25.02,23.92,11.07,1.25,39.18,6.48,1.07,,0.58,12535.96,138
15011,Chico,10-04-2018,76.66,,7.72,13.99,13.04,15.45,1.06,20.86,8.09,0.03,,0.31,5596.96,229
15012,LosAngeles,29-10-2019,50.23,70.32,4.93,28.4,22.7,15.83,0.66,32.76,7.42,6.07,3.81,1.28,3966.96,116
15013,Chico,21-03-2015,,,3.56,7.01,5.67,,8.25,28.77,,3.95,,2.13,8378.96,112
15014,Medellin,06-06-2018,152.59,171.61,5.08,11.07,16.33,2.83,2.87,39.39,96.69,0,,0,18399.96,265
15015,Padrelascasas,26-05-2020,41.9,154.4,8.16,13,19.11,7.51,3.84,26.76,16.47,,,0,1631.96,126
15016,Logan,17-07-2019,47.56,150.6,7.81,25.92,22.63,13.04,0.72,37.55,20.02,8.37,2.89,4.22,5718.96,89
15017,LosAngeles,05-06-2019,17.8,89.96,8.93,57.7,27.6,9.94,0.62,20.88,9.54,38.14,7.81,6.43,16315.96,87
15018,NewYork,01-12-2019,134.64,136.18,17.79,31.37,47.34,26.43,0.01,21.18,12.6,5.68,5.58,4.99,13902.96,286
15019,Bakersfield,19-05-2016,,,,,36.09,,0,,,0,0,0,17691.96,112
15020,Las_cruces,19-03-2017,82.52,171.1,10.73,29.96,29.2,16.44,1.18,58.05,19.29,,,,14967.96,142
15021,Medellin,19-12-2018,63.48,222.91,18.8,30.37,60.64,18.51,1.87,18.98,11.37,0,,0,19429.96,157
15022,Medellin,12-05-2019,75.79,129.85,26.4,21.11,29.16,9.79,2.77,17.13,16.01,,,0,18165.96,142
15023,Sandiago,21-02-2015,,,13.97,7.99,17.36,8.65,0.99,27.04,3.85,2.21,,0.68,2422.96,112
15024,Camden,08-07-2019,30,25.99,7.26,47.76,29.45,,0.26,9.29,,,,,18039.96,72
15025,Mexico,27-09-2019,10.71,33.34,0.74,4.61,3.73,1.92,0.69,19.15,13.35,1.55,0.13,0.01,11345.96,20
15026,Chico,18-06-2016,80.25,,5.08,12.78,4.22,,3.11,27.62,7.19,1.07,,2.51,19603.96,110
15027,Medellin,16-07-2019,22.32,67.99,3.29,9.95,12.02,5.34,1.11,9.23,19.59,,,,11908.96,128
15028,NewYork,28-06-2018,73.57,94.81,27.64,18.86,,7.97,0,25.24,2.93,,,,2274.96,112
15029,Coyhaique,06-02-2019,17.41,36.23,1.38,4.67,3.73,4.39,1.37,36.75,5.59,,,,4560.96,53
15030,Mexico,29-03-2016,65.14,107.06,1.16,49.13,31.44,10.47,1.81,20.91,13.89,0.12,0.12,0.06,17181.96,127
15031,NewYork,01-06-2020,63.78,89.19,12.01,23.67,29.29,112.22,0.74,27.66,6.87,2.08,7.13,1.91,14467.96,144
15032,Edinburg,24-10-2017,72.62,,22.65,62.52,27.04,,0.82,33.28,31.9,30.18,10.26,3.19,18065.96,322
15033,Edinburg,23-04-2016,138.6,,7.83,10.92,14.44,,1.6,43.28,6.97,1.11,0.71,0.27,14097.96,259
15034,NewYork,24-03-2017,114.17,161.11,4.29,16.82,21.58,12.67,0.86,36.97,4.04,2.34,1.98,3.05,2800.96,270
15035,Sandiago,18-04-2016,67.69,,5.94,18.04,10.17,,0.12,36.59,7.74,0.92,,0.28,3215.96,127
15036,Sandiago,26-05-2020,24.84,34.23,9.5,26.49,23.3,41.17,0.77,35.99,6.29,0.84,,0.2,14234.96,79
15037,Bakersfield,06-02-2020,23.09,42.2,35.32,22.55,48.87,12.43,1.29,2.53,10.5,,,3.21,2581.96,59
15038,Angol,08-11-2017,39.41,103.22,4.98,17.86,,26.84,1.08,32.72,6.75,0,,0,16627.96,99
15039,Sandiago,09-10-2017,51.89,,11.3,19.36,16.76,,0,10.58,6.96,0.07,,0.01,13992.96,171
15040,Bakersfield,14-01-2019,118.08,170.66,45.13,32.77,87.65,18.64,1.65,52.98,13.33,,,2.82,14272.96,225
15041,LosAngeles,14-08-2019,58.83,82.89,6.17,7.72,12.33,7.93,0.82,22.15,8.59,14.51,2.67,4.53,11735.96,99
15042,Camden,14-05-2018,21.53,39.14,23.12,17.21,27.09,,0.57,25.79,4.27,5.91,,2,19435.96,113
15043,Bakersfield,26-04-2015,,,,,21.27,,0,,,0.46,0,0.55,6388.96,112
15044,Padrelascasas,02-02-2019,52.26,134.5,14.56,16.39,25.76,27.73,3.09,18.08,9.54,,,0,6835.96,133
15045,Carlsbad,05-12-2019,45.5,97.34,2.92,20.92,10.13,22.34,0.79,50.66,2.7,1.64,,0.88,7484.96,106
15046,Modesto,17-10-2017,117.48,268.68,59.98,65.08,107.25,33.84,0.92,62.1,20.79,14.81,,2.2,19849.96,292
15047,Modesto,20-11-2017,111.91,145.58,34.3,57.56,69.3,45.12,0.71,38.83,11.89,15.24,0.47,3.07,1659.96,304
15048,Coyhaique,05-06-2019,21.03,43.53,1.88,4.96,5.29,,0.96,34.4,4.38,,,,12902.96,30
15049,Padrelascasas,07-07-2019,55.98,174.34,6.24,5.89,3.58,6.76,2.04,15.49,5.61,,,0,10525.96,148
15050,Padrelascasas,15-08-2018,26.98,41.68,3.92,9.69,8.8,26.63,1.83,13.4,7.15,,,0,9489.96,80
15051,Fresno,25-08-2015,33.56,,9.37,9.06,,24.39,0,40.79,,,,,13636.96,196
15052,Padrelascasas,06-05-2020,26.58,41.26,3.6,10.74,6.25,3.14,0.99,21.38,3.89,,,0,18058.96,102
15053,Sandiago,25-09-2017,27.16,,6.5,11.53,11.19,,2.6,21.67,6.25,6.12,,1.57,2352.96,112
15054,Nevada,27-04-2020,27.51,63.64,1.47,6.55,4.99,4.59,0.63,32.79,13.71,,,0,14075.96,87
15055,Camden,29-05-2019,31.25,50.14,2.77,5.7,6.36,,0.52,37.23,10.11,,,,3995.96,61
15056,Carlsbad,02-08-2019,62.23,128.86,24.48,49.44,56.17,31.59,0.91,42.72,5.57,0.49,,0.34,15207.96,164
15057,Visalia,05-07-2019,17.37,39.23,4.06,9.55,12.52,6.3,0.36,38.21,9.8,4.41,0.27,2.07,611.96,54
15058,Logan,03-08-2020,42.37,95.38,11.06,25.99,26.38,13.84,0.67,33.45,11.48,6.34,1.72,2.98,15660.96,100
15059,Coyhaique,06-06-2018,25.03,56.2,1.58,8.87,6.57,4.11,0.43,42.33,2.67,,,,18858.96,76
15060,Modesto,17-05-2019,67.53,298.36,39.81,65.64,51.42,18.8,0.84,50.56,23.57,5.62,,3.15,11424.96,377
15061,Carlsbad,11-10-2019,38.22,84.84,10.07,24.1,21.33,13.29,0.92,32.82,3.73,9.4,,1.68,8565.96,91
15062,Carlsbad,10-01-2017,,,,,,,,,,,,,6822.96,112
15063,Bakersfield,20-11-2018,114.13,112.86,116.3,90.29,117.43,,2.55,10.67,16.29,,,2.44,17570.96,307
15064,Chico,02-07-2018,137.34,,5.96,21.55,4.22,,5.61,41.05,5.93,3.42,,0.3,6218.96,314
15065,Bakersfield,19-07-2016,,,,,30.23,,0,,,0,0,0,18511.96,112
15066,Edinburg,09-03-2015,,,65.12,48.59,78.64,,2.04,20.43,7.91,0.77,0.49,0.25,16620.96,112
15067,Carlsbad,26-02-2017,21.89,78.68,17.29,32.84,41.21,23.32,1.06,18.72,7.86,3.78,,0.3,1344.96,80
15068,Edinburg,04-02-2017,38.98,,7.02,15.24,14.5,,1.86,46.47,30.6,23.38,5.59,2.77,18705.96,105
15069,Modesto,19-07-2018,38.04,73.81,13.87,34.8,38.41,27.01,0.95,19.66,9.22,18.22,0.18,2.41,7087.96,103
15070,California,29-03-2020,23.55,41.64,1.08,69.75,54.05,,0.46,47.64,7.94,0,,0,9410.96,76
15071,Sandiago,17-06-2017,21.58,,5.6,8.89,7.13,,0.02,20.84,7.76,0.04,,0.04,18160.96,169
15072,Padrelascasas,10-11-2017,,,,,,0.26,,7.08,,,,,9690.96,112
15073,Mexico,16-05-2018,35.31,78.48,5.68,14.41,12.5,4.09,0.84,35.76,21.29,1.6,0.1,0.86,7209.96,56
15074,California,23-06-2018,19.15,30.99,8.51,11.67,17.79,3.61,1.38,16.55,8.58,0.13,,0.04,7888.96,62
15075,Logan,07-08-2017,,,,,0,,0,11.48,,0,0,0,15929.96,112
15076,Medellin,16-01-2018,59.42,,80.98,,65.44,,1.23,23.18,28.19,,,0,18775.96,687
15077,Sanfransisco,29-05-2018,11.55,22.15,0.78,2.13,1.17,3.94,0.15,60.71,10.76,0.18,,0.32,5041.96,81
15078,Edinburg,19-08-2019,45.74,,17.07,97.04,37.58,,1.69,52.78,40.32,35.2,14.93,2.36,7812.96,83
15079,Angol,22-05-2018,52.48,97.61,5.35,25.29,22.14,18.21,0.7,52.46,16.61,4.23,,0.6,16082.96,116
15080,Sandiago,28-06-2019,22.12,59.18,7.44,12.52,16.94,24.17,0.63,30.62,5.24,0,,0.04,7581.96,55
15081,Carlsbad,14-04-2015,35.24,,4.87,12.27,9.63,6.78,20.47,44.5,2.52,21.51,,5.14,8702.96,164
15082,Camden,17-01-2017,118.5,,12.2,23,,,1.01,16.4,5.68,3.53,,0.04,1613.96,396
15083,Sandiago,12-09-2016,63.52,100.14,5.05,13.98,19,27.55,0.9,32.25,7.95,0,,0.34,6091.96,104
15084,Nevada,26-08-2018,28.03,51.65,7.32,15.85,27.36,10.25,0.53,13.97,14.09,,,0,18007.96,89
15085,Coyhaique,15-03-2020,56.62,19.74,8.66,26.09,19.85,11.02,0.97,29.5,6.67,,,,10237.96,111
15086,Camden,02-06-2019,149.37,,28.15,120.91,67.61,,6.88,30.28,,9.16,,36.48,19098.96,359
15087,Mexico,01-10-2018,49.4,107.42,6.24,23.29,17.18,6.07,1.02,38.01,12.38,0.16,0.1,0.05,5703.96,122
15088,Logan,04-10-2019,38.92,171.46,16.42,37.89,35.77,10.8,0.54,46.75,12.53,9.37,2.53,5.95,8142.96,134
15089,Visalia,22-08-2018,17.05,28.49,4.01,7.88,9.53,10.75,0.33,19.14,8.1,8.81,1.24,2.34,16462.96,47
15090,Camden,28-04-2017,99.06,,6.26,8.78,7.24,,0.55,64.68,3.32,,,,6034.96,280
15091,NewYork,23-05-2017,32.8,143.82,28.66,14.01,,28.36,0,38.58,2.8,,,,18701.96,127
15092,Edinburg,01-04-2016,238.8,,53.4,32.87,69.46,,1.93,45.78,6.65,0.8,0.84,0.19,19253.96,359
15093,Coyhaique,07-04-2018,21.67,40.19,1.72,7.89,4.44,9.11,0.92,42.23,4.99,,,,4409.96,68
15094,Edinburg,07-05-2019,18.22,,6.06,13.54,7.4,,1.18,16.2,80.77,4.09,1.09,0.32,19244.96,80
15095,Mexico,01-04-2019,66.29,117.2,3.79,39.17,27.76,18.24,0.43,50.95,20.4,1.44,0.12,0.22,13595.96,141
15096,Logan,10-05-2018,29.68,60.97,4.23,26.42,30,18.94,0.61,27.09,6.29,4.8,1.44,1.36,3399.96,70
15097,Sandiago,06-07-2016,45.77,,7.27,11.72,10.66,,0,43.92,9.49,,,,11804.96,125
15098,Padrelascasas,09-05-2019,25.73,71.17,2.42,10.65,11.44,28.62,1.91,9.48,7.97,,,0,9103.96,96
15099,LosAngeles,19-07-2016,34.08,,9.34,20.89,30.4,,1.19,27.49,5.43,,,,7951.96,120
15100,NewYork,26-07-2016,24.56,42.05,11.44,12.58,27.28,9.56,0.57,16.2,14.64,2.27,8.59,2.2,8889.96,59
15101,Angol,05-10-2017,53.17,105.05,26.56,37,67.66,16.08,0.73,52.27,13.77,9.24,,3.54,18770.96,105
15102,Mexico,12-04-2019,28.76,69.99,3.55,15.98,11.58,11.65,0.48,37.44,8.36,3.79,1.17,0.07,4562.96,87
15103,NewYork,02-02-2019,53.59,104.07,14.59,56.64,109.37,31.09,0,31.35,8.71,4.95,3.58,5.88,16747.96,111
15104,Chico,02-04-2016,102.52,,22.37,49.72,,,1.28,22,7.84,4.59,,0.91,15200.96,248
15105,Camden,18-07-2018,23.28,,6.24,7.82,13.8,,0.44,15.56,3.77,,,1.15,9345.96,70
15106,Modesto,07-07-2019,21.6,39.21,13.54,26.47,29.3,6.49,0.96,16.95,8.97,24.45,1,1.8,17744.96,94
15107,Medellin,20-12-2019,93.3,290.69,17.25,7.88,30.51,2.62,1.38,23.18,28.2,,,1.58,1731.96,303
15108,NewYork,01-10-2020,71.06,87.36,8.13,8.26,15.82,33.57,0.29,13.53,8.42,1.47,2.68,1.1,11998.96,220
15109,LosAngeles,20-10-2018,46.39,84.15,2.85,36.44,17.31,12.87,0.66,31.21,6.24,19.95,1.39,2.12,19509.96,97
15110,Chico,20-04-2018,107.11,,5.95,19.89,16.43,29.21,1.27,36.12,4.65,18.47,,10.57,9833.96,298
15111,Edinburg,07-12-2016,,,31.58,19.21,55.03,,2.18,41.03,10.12,0.74,0.54,0.18,5130.96,112
15112,Sandiago,29-07-2019,29.83,,17.91,15.43,22.1,38.3,0.99,29.15,13.02,0.09,,0.29,11660.96,70
15113,Fresno,09-04-2019,21.58,76.34,10.08,10.21,,12.34,,10.54,10.51,,,,19691.96,87
15114,Modesto,24-02-2017,143.91,195.59,33.78,47.33,61.07,20.02,1.07,43.73,18.9,12.28,3.05,8.35,79.96,324
15115,Edinburg,04-01-2020,14.86,,11.96,91.51,77.23,2.31,1.27,18.47,49.4,4.24,1.73,1.01,7909.96,43
15116,Modesto,07-05-2019,32.28,62.39,3.91,17.17,14.92,37.4,0.84,25.76,10.78,17.67,0,2.05,8854.96,102
15117,Padrelascasas,04-02-2020,103.98,244.77,28.06,26.82,52.59,54.6,3.33,35.19,1.46,,,0,5535.96,200
15118,Camden,19-09-2016,39.5,,11.44,49.83,3.63,,1.2,22.52,7.99,1.29,,1.22,16708.96,160
15119,Angol,11-06-2018,89.02,179.3,82.2,55.11,103.73,12.53,1.02,19.74,13,25.26,,4.04,17824.96,241
15120,Camden,05-07-2016,106.39,,5.23,12.11,,,30.75,28.47,6.07,20.09,,6.58,4850.96,296
15121,Chico,25-06-2020,89.78,,17.21,53.4,33.62,16.48,1.2,43.23,7.44,0.51,,0.12,595.96,159
15122,Carlsbad,09-08-2017,21.24,52.26,7.29,24.5,27.28,4.97,0.85,24.38,4.63,4.06,,1.65,1130.96,84
15123,Carlsbad,20-02-2020,17.71,68.64,16.4,22.9,28.18,94.33,0.81,25.23,3.19,0.83,,0.41,9000.96,60
15124,Sandiago,23-06-2019,32.71,,5.17,10.29,16.66,17.55,1.13,46.31,11,0.3,,0.06,1510.96,100
15125,Logan,09-10-2018,38.05,116.7,15.08,30.72,39.15,19.04,1.07,18.54,29.33,11.78,3.2,5.34,2593.96,108
15126,Mexico,18-01-2020,37.37,76.51,3.06,11.15,8.38,11.94,0.64,61.29,23.72,0.42,0.17,0.14,10768.96,74
15127,Redding,31-10-2018,76.34,117.92,15.49,19.06,18.53,20.49,0.56,25.74,17.55,0.13,1.05,6.91,11521.96,140
15128,Redding,23-06-2018,26.67,64.14,1.31,10.05,5.06,19.42,0.64,16.12,9.99,0.25,0.59,4.92,17040.96,52
15129,Carlsbad,18-12-2018,81.35,,12.02,65.44,29.75,,0.97,41.54,6.26,1.01,,1.01,19855.96,166
15130,Carlsbad,24-01-2019,53.41,120.24,7.08,33.91,28.59,22.88,1.01,28.06,4.91,1.82,,,17767.96,127
15131,Coyhaique,29-05-2019,13.76,81.24,1.19,9.46,3.63,1.01,0.68,34.43,4.73,,,,19210.96,98
15132,Edinburg,15-12-2016,256.93,,54.22,60.6,68.41,,3.51,11.2,5.89,1.14,0.99,0.25,4940.96,112
15133,Sandiago,25-07-2017,41.86,,2.11,11.28,9.62,,0.04,38.26,8.94,0.07,,0.04,2927.96,117
15134,Camden,26-08-2018,47.81,,1.91,17.85,13.25,,1.19,15.79,,,,,1614.96,98
15135,Bakersfield,08-03-2019,15.5,42.34,13.54,8.14,23.99,8.56,0.37,24.04,14.08,,,1.24,11989.96,70
15136,Coyhaique,09-07-2017,60.29,137.72,3.04,21.43,18.14,7.97,0.68,56.71,5.27,,,,3356.96,102
15137,Shreveport,11-03-2017,82.76,,45.68,109.29,74.48,,25.28,22.8,93.11,85.28,16.04,19.73,16597.96,642
15138,Angol,06-02-2020,39.44,91.38,6.33,18.08,19.84,16.42,0.63,40.5,8.77,1.82,,0.93,131.96,100
15139,Sandiago,07-01-2020,30.58,,3.36,10.62,7.51,8.2,0,4.28,4.04,0,,0.01,3087.96,54
15140,Edinburg,17-09-2016,51.46,,16.36,19.92,34.87,,1.16,10.2,9.5,0.32,0,0.01,14259.96,114
15141,Texas,01-08-2020,99.3,149,24.05,53.68,72.59,23.15,1.31,10.94,16.33,0,,,10716.96,118
15142,Edinburg,01-10-2019,112.96,,6.9,28.12,15.93,,1.7,30.54,39.79,23.48,9.04,3.32,3467.96,253
15143,Sandiago,09-02-2017,29.49,,13.87,26.88,27.78,36.24,0.98,18.19,4.79,1.37,,0.22,15240.96,71
15144,Angol,19-08-2019,25.53,46.41,4.25,13.69,14.57,9.41,0.67,11.67,7.33,46.02,,1.37,11992.96,91
15145,Camden,07-08-2016,,,3.21,6.74,4.45,,0.45,16.49,1.92,,,,16832.96,112
15146,Visalia,10-09-2019,15.69,77.37,5.76,16.8,22.35,29.99,0.47,16.3,5.8,22.91,2.36,37.17,13596.96,97
15147,Sandiago,07-09-2018,42.47,,62.33,18.6,69.49,,1.56,,19.63,,,,11957.96,638
15148,Modesto,22-09-2018,47.8,115.41,14.8,25.32,2.18,33.73,0.76,9.33,14.6,0.77,0.23,0.19,14226.96,116
15149,Edinburg,28-02-2016,157.08,,13.25,11.7,14.36,,1.45,35.25,7.65,0.78,0.33,0.15,699.96,244
15150,Modesto,18-08-2015,74.6,100.67,5.92,17.49,19.29,32.71,1.75,31.38,34.64,8.02,0.93,4.34,14015.96,191
15151,Carlsbad,17-07-2018,20.95,57.09,6.42,26.81,24.06,12.78,0.9,31.63,6.57,2.29,,0.45,7228.96,67
15152,Mexico,14-02-2019,65.28,120.21,2.97,10.47,10.74,16.16,0.49,34.4,8.7,0.4,0.1,0.35,16907.96,114
15153,Nevada,18-09-2017,61.88,110.65,63.33,29.41,86.76,6.24,0.66,29.73,15.66,,,0.15,11209.96,154
15154,LosAngeles,03-10-2018,81.84,141,8.65,69.13,93.85,14.79,1.73,38.1,11.86,48.42,11.15,4.09,9294.96,174
15155,Bakersfield,03-04-2020,52.87,176.73,30.66,44.88,72.26,28.07,1.09,46.65,13.83,,,8.75,18205.96,138
15156,Modesto,27-04-2016,96.95,339.91,23.85,70.91,50.71,26.54,0.98,50.39,21.92,26.7,9.7,4.49,1415.96,253
15157,Las_cruces,26-04-2019,76.72,123.45,7.27,52.41,37.8,30.91,0.8,51.62,12.93,,,,165.96,143
15158,Bakersfield,09-10-2017,100.78,218.69,57.43,58.37,122.57,12.37,1.91,7.05,13.64,,,1.93,3308.96,237
15159,Coyhaique,27-04-2020,8.9,24.32,2.62,10.16,6.47,3.97,0.75,4.88,6.61,,,,7762.96,47
15160,Camden,09-11-2017,25.98,,8.62,10.13,,,0.84,2,4.24,2.98,,0.03,16078.96,56
15161,LosAngeles,16-07-2019,23.28,77.14,2.98,15.73,12.92,5.46,0.23,17.23,5.21,6.26,1.24,0.89,13195.96,62
15162,Carlsbad,15-09-2015,18.07,,3.13,13.7,6.76,6.01,6.02,33.65,4.11,1.76,,,6758.96,78
15163,LosAngeles,27-07-2018,32.14,109.15,4.32,15.45,6.94,6.67,0.19,21.98,3.6,0.36,0.05,0.04,5305.96,98
15164,LosAngeles,16-01-2019,59.7,85.6,10.09,43.22,19.31,17.55,0.19,61.71,36.98,0.7,0.13,0.09,14707.96,120
15165,Bakersfield,06-11-2020,31.31,49.71,12.7,11.52,22.72,0.74,0.44,21.7,7.88,,,1.88,15612.96,72
15166,Fresno,15-05-2019,84.95,147,9.69,9.51,,6.53,,25.55,17.86,,,,2555.96,246
15167,Carlsbad,21-06-2019,14.5,66.75,9.54,26.15,25.59,14.74,1.11,31.34,4.45,1.23,,0.86,3383.96,60
15168,Chico,10-02-2018,335.31,,46.93,102.07,50.12,12.97,1.56,13.56,17.57,9.9,,2.46,12154.96,444
15169,Mexico,22-07-2019,17.44,34.01,3.33,10.95,10.88,8.72,0.92,30.44,18.41,5.27,0.61,1.15,5837.96,70
15170,Chico,16-01-2015,,,1.35,7.39,4.22,,2.15,26.33,7.7,0.4,,0.86,8587.96,112
15171,LosAngeles,19-11-2019,50.59,99.32,5.57,18.72,20.28,63.48,1.09,25.91,7.02,9.49,0.46,2.68,625.96,93
