City,Date,WP1,WP2,N1,N2,N3,N4,Carbon,Ozone,Sulpher,OC1,IN1,OC2,IN2,SI
Jorapokhar,04/08/2017,,105.46,7.84,11.25,,,0.32,12.56,35.61,,,,18926.96,111
Bhopal,16/11/2018,41.23,47.78,1.52,5.39,4.87,4.32,0.4,31.61,12.6,,,,18927.96,83
Mumbai,15/07/2019,18.74,50.27,43.3,19.41,51.67,,1.36,34.14,12.48,,,0.29,18928.96,95
Gurugram,06/03/2019,72.41,160.34,30.72,32.47,38.74,,1.54,25.67,10.92,5.92,,2,18929.96,198
Mumbai,12/05/2019,41.41,79.55,19.08,23.6,44.06,,1.46,48.81,24.74,,,1.02,18930.96,93
Bengaluru,05/01/2020,49.48,120.28,13.94,37.53,44.91,21.3,0.9,48.07,6.48,3.67,,0.36,18931.96,115
Mumbai,19/08/2016,,,,,36.06,,0,,,0,0,0,18932.96,
Mumbai,12/12/2018,,,,,83.71,,1.75,,,0,0,0,18933.96,
Visakhapatnam,17/10/2017,,,,,0,3.18,0,,,0,0,0,18934.96,
Bengaluru,06/07/2015,11.01,,2.7,12.42,8.03,,1.92,32.25,3.04,1.2,,0.39,18935.96,108
Jorapokhar,23/08/2018,,93.29,6.79,6.89,,6.25,0.36,29.51,44.41,,,,18936.96,120
Gurugram,13/07/2019,63.92,185.45,12.49,27.83,30.89,,0.41,51.38,6.96,6,,2,18937.96,185
Gurugram,12/02/2016,382.69,,3.13,10.64,,,,26.25,8.95,37.15,,7.44,18938.96,442
Delhi,13/01/2020,95.21,216.25,28.13,55.68,32.76,,0.91,31.4,11.31,6.91,0.53,2.15,18939.96,235
Jaipur,18/01/2020,139.54,241.48,18.21,23.96,37.82,6.06,0.42,39.92,9.65,4.16,,0.39,18940.96,287
Lucknow,09/09/2015,35.97,,3.73,7.69,4.22,,2.5,45.06,10.17,0.15,,0.1,18941.96,69
Hyderabad,02/04/2020,20.1,42.75,8.34,16.94,15.53,8.54,0.28,28.41,5.85,0.86,0.09,0.19,18942.96,43
Bengaluru,23/02/2019,39.73,108.66,4.51,26.85,16.61,22.63,0.81,48.52,2.91,0.91,,0.14,18943.96,126
Patna,25/05/2017,,,,,,,,,,,,,18944.96,
Patna,23/07/2017,,,,,,,,,,,,,18945.96,
Chennai,18/08/2019,18.67,32.47,8.01,9.77,17.59,15.4,0.97,31.66,6.14,0.1,,0.4,18946.96,52
Chennai,22/07/2018,30.34,,8.77,16.53,24.14,37.11,0.86,42.56,6.44,0,,0.02,18947.96,72
Bengaluru,10/10/2018,66.41,93.92,8.99,40.44,0,,0.72,53.41,8.21,3.78,,3.68,18948.96,87
Coimbatore,24/08/2019,23.81,16.15,12.1,11.01,27.09,54.3,1.76,42.21,10.62,0.11,,0,18949.96,72
Shillong,24/06/2020,9.12,25.58,1.08,2.78,1.09,2.81,0.31,15.38,5.26,0.13,,0.02,18950.96,31
Gurugram,09/06/2018,38.39,83.89,1.89,13.33,6.63,,0.37,25.35,2.75,,,,18951.96,78
Bengaluru,26/07/2015,22.45,,3.93,12.04,11.71,54.08,4.39,29.31,1.96,0.86,,,18952.96,108
Chennai,20/03/2018,49.31,,11.41,22.41,16.39,31.5,0.71,36.13,17.81,4.21,,1.17,18953.96,116
Brajrajnagar,27/02/2020,31.58,40.79,14.23,20.43,29.19,2.15,2.97,36.95,16.8,,,0,18954.96,153
Bengaluru,11/09/2015,18.33,,4.13,11.27,9.71,27.84,18.81,30.09,3.79,30.66,,0.57,18955.96,40
Chennai,04/08/2016,61.42,,4.39,12.38,12.14,122.88,1.19,26.27,3.7,0.01,,0.17,18956.96,95
Bengaluru,16/04/2020,20.32,45.2,1.94,9.51,9.87,28.29,0.65,28.66,1.65,2.55,,0.6,18957.96,61
Jaipur,06/02/2020,70.15,153.34,40.41,52.29,91.17,53.96,1.81,39.14,13.97,11.22,,2.39,18958.96,152
Amaravati,29/03/2020,13.81,24.67,0.99,4.39,2.43,2.44,0.22,4.66,38.58,0.61,0.14,0.09,18959.96,43
Lucknow,06/10/2018,78.49,,8.47,26.77,23.76,34.54,1.03,32.15,6.27,1.33,,2.9,18960.96,161
Amritsar,04/02/2018,92.9,148.18,,9.48,,6.82,0,16.2,4.01,1.27,0.1,1.06,18961.96,174
Gurugram,19/08/2017,85.96,,21.01,10.87,18.63,23.65,5.64,,20.63,17.92,,6.74,18962.96,139
Bengaluru,08/10/2017,47.08,123.6,3.33,11.75,13.37,10.76,1.26,21.52,3.58,0.95,,,18963.96,112
Amaravati,28/11/2019,70.09,138.06,13.65,41.25,37.15,24.09,0.63,47.85,13.81,0,,0.02,18964.96,227
Patna,29/06/2019,37.09,,7.68,9.96,15.24,,4.47,26.72,1.17,0.83,0.45,0.2,18965.96,86
Thiruvananthapuram,21/08/2019,9.26,23.93,1.24,3.14,3.72,1.72,0.74,27.12,1.48,,,,18966.96,42
Bengaluru,16/02/2020,60.85,115.63,23.24,25.56,31.85,26.57,0.54,25.42,5.63,1.12,,0.51,18967.96,151
Hyderabad,04/09/2018,65.15,123.91,12.86,43.5,28.87,11.23,0.87,39.49,18.51,19.55,3.63,4.73,18968.96,143
Amaravati,11/01/2020,35.03,77.5,12.3,36.51,30.06,14.27,1.4,13.12,10.89,0.07,0.1,0.06,18969.96,75
Amritsar,15/06/2019,54.6,152.08,13.3,10.8,28.65,29.92,0.02,33.32,12.22,1.2,6.06,0.01,18970.96,138
Jaipur,13/04/2018,73.14,135.87,9.47,19.7,24.56,23.22,0.57,42.44,9.58,6.98,,0.95,18971.96,150
Kolkata,05/07/2018,16.61,32.19,13.59,24.46,37.49,5.87,0.52,28.06,5.51,14.35,3.79,13.26,18972.96,48
Lucknow,22/02/2016,48.9,,6.24,9.11,8.84,,1.39,43.52,4.36,0.21,,0.18,18973.96,108
Delhi,22/12/2019,122.41,270.87,49.8,51.8,87.03,30.6,1.56,26.89,9.51,6.64,,2.32,18974.96,363
Amaravati,13/03/2016,42.83,89.78,3.99,25.03,18.57,13.05,1.1,36.74,13.08,0.14,0.1,0.04,18975.96,109
Bengaluru,29/01/2019,89.33,,56.67,60.84,94.31,19.19,1.05,31.39,5.67,1.43,,0.73,18976.96,275
Lucknow,06/06/2019,31.98,,3.27,11.23,10.48,41.62,0.95,38.61,8.54,5.32,,5.56,18977.96,183
Chandigarh,05/02/2020,58.88,136.07,13.48,19.3,27.18,72.43,0.6,19.15,7.81,2.01,0.85,2.92,18978.96,139
Visakhapatnam,21/10/2019,42.82,105.2,14.36,44.88,42.84,4.28,0.89,29.61,17.8,9.3,2.21,5.01,18979.96,109
Brajrajnagar,27/01/2017,162.96,351.18,37.36,34.62,54.5,33.49,3.49,25,13.75,,,0,18980.96,304
Hyderabad,11/02/2017,61.45,98.74,9.29,25.64,23.99,13.02,0.6,47.04,7.09,55.21,32.37,25.42,18981.96,174
Hyderabad,15/02/2020,80.96,126.78,3.21,19.13,14.99,12.6,0.32,43.92,7.55,3.5,0.95,0.67,18982.96,140
Hyderabad,23/11/2019,14.95,49.36,32.9,232.48,52.4,17.63,0.74,23.77,10.41,12.74,3.87,1.8,18983.96,71
Bengaluru,06/07/2018,17.62,52.73,10.93,22.66,29.62,16.7,0.94,25.65,5.42,1.16,,0.39,18984.96,97
Delhi,24/01/2019,112.44,502.88,43.76,55.07,52.44,11.12,1.29,,23.75,0,,0.12,18985.96,368
Bengaluru,06/06/2020,27.78,64.67,5.31,16.43,16.48,3.02,1.23,,6.26,0.99,,3.41,18986.96,77
Amritsar,02/01/2020,26.4,50.35,12,9.54,19.56,5.19,0.84,29.02,10.66,2.01,1.98,1.42,18987.96,54
Chandigarh,03/07/2017,16.19,55.09,1.35,8.77,5.54,6.27,0.43,42.65,11.4,0.54,1.2,3.21,18988.96,58
Jorapokhar,17/12/2018,,129.52,7.8,12.02,,63.23,0.36,22.5,31.98,,,,18989.96,134
Hyderabad,18/03/2015,,,13.45,30.31,46.49,,0.31,21.36,3.18,3.56,0.64,0.57,18990.96,
Aizawl,10/10/2015,25.6,68.92,16,0.28,0.4,24.76,0,20.67,10.77,,,,18991.96,33
Bengaluru,05/06/2015,22.56,,2.76,19,10,46.25,1.37,37.44,5.54,1.49,,,18992.96,38
Lucknow,19/03/2019,77.98,,7.77,21.65,17.14,27.83,1.21,29.15,5.6,,,,18993.96,245
Ahmedabad,18/02/2018,490.14,,37.25,64.09,43.07,,52.89,24.07,58.69,46.56,1.13,2.85,18994.96,490
Lucknow,24/11/2018,220.8,,44.38,71.18,65.87,7.55,1.49,16.4,10.14,8.63,,2.03,18995.96,378
Hyderabad,15/02/2020,56.43,106.16,7.28,9.49,18.31,58.85,0.72,6.28,3.64,2.5,0.05,0.71,18996.96,128
Amritsar,07/04/2020,14.27,26.05,9.64,10.49,19.58,2.46,0.73,5.03,7.23,8.02,5.14,7.2,18997.96,47
Lucknow,18/04/2020,23.82,,5.36,24.77,22.33,42.48,1.07,44.51,6.69,0.98,,0.83,18998.96,52
Lucknow,29/03/2020,29.31,,6.68,14.04,13.84,49.15,0.69,47.6,10.48,2.52,,5.26,18999.96,78
Bengaluru,21/01/2019,57.6,55.45,40.97,17.41,43.96,24.46,0.96,18.58,6.28,1.28,,0.43,19000.96,72
Visakhapatnam,19/09/2018,44.4,100.85,10.19,31.75,32.21,23.16,0.66,26.04,14.55,7.34,1.69,3.88,19001.96,104
Ahmedabad,27/12/2017,111.08,,8.83,22.06,37.9,,17.7,0.02,78.39,38.88,3.45,8.42,19002.96,347
Delhi,27/02/2016,145.99,331.85,38.96,56.68,80.13,90.6,0.89,33.3,13.43,12.38,4.65,3.66,19003.96,330
Visakhapatnam,20/07/2019,22.94,45.61,24.68,21.55,35.86,11.59,0.99,3.12,3.01,6.74,0.86,2.12,19004.96,48
Amaravati,06/01/2018,22.52,51.01,5.27,27.99,15.93,,0.39,47.96,12.54,0.91,0.09,0.23,19005.96,60
Amritsar,21/05/2019,35.52,75.32,13.42,8.63,16.35,9.5,0.54,8.01,4.88,1.4,1.98,1.31,19006.96,100
Thiruvananthapuram,11/12/2018,26.55,35.09,2.43,11.44,7.27,2.32,0.9,20.36,4.95,,,,19007.96,61
Hyderabad,17/12/2017,84.81,142.05,9.48,92.15,32.13,11.74,0.71,15.49,15.18,21.31,6.43,3.36,19008.96,280
Thiruvananthapuram,13/10/2019,26.01,43.89,1.88,6.61,4.98,3.78,1.19,44.58,5.76,,,,19009.96,69
Delhi,30/05/2017,224.15,385.57,37.55,54.37,74.61,36.24,2.55,55.62,10.85,50.21,1.13,2.92,19010.96,332
Thiruvananthapuram,23/04/2019,14.91,54.13,0.92,6.88,1.6,2.31,1.14,15.14,5.35,,,,19011.96,59
Kolkata,08/12/2016,274.11,366.66,103.35,95.6,195.18,83.26,1.65,33.28,19.24,42.45,4.81,29.26,19012.96,419
Delhi,06/04/2017,336.86,536.22,35.18,56.04,94.51,66.24,1.98,35.91,29.49,43.14,0.78,7.45,19013.96,513
Gurugram,06/09/2015,33.75,,7.29,22,,,0.99,25.56,22.76,2.79,,0.03,19014.96,131
Bhopal,16/09/2019,10,23.27,2.12,11.23,8.71,12.47,0.46,27.64,10.51,,,,19015.96,32
Mumbai,17/12/2019,57.38,145.11,20.02,50.73,62.32,19.37,1.46,29,16.55,,,4,19016.96,135
Bengaluru,27/01/2019,50.25,106.4,7.84,36.13,29.37,,0.99,39.33,4.41,0,,0,19017.96,107
Patna,04/01/2019,182.55,,14.19,45.19,30.73,,2.88,36.02,24.3,3.66,1.48,0.65,19018.96,343
Chennai,18/01/2017,119.68,,3.64,14.84,18.06,,0,40.84,3.16,0,,0,19019.96,359
Amaravati,10/08/2018,18.33,62.38,15.17,29.22,23.63,11.95,0.1,6.57,11.79,1.8,0.16,0.1,19020.96,39
Chennai,05/09/2017,32.57,,6.13,9.03,3.83,,0.04,12.51,5.61,0,,0.06,19021.96,87
Chennai,15/07/2016,15.79,,12.48,15,18.13,34.29,1.08,21.92,7.78,0,,0.15,19022.96,55
Jaipur,06/09/2019,45.44,90.64,10.69,18.89,28.41,35.3,0.63,44.93,11.41,0.86,,0.15,19023.96,118
Mumbai,26/02/2020,57.18,114.32,22.37,40.88,52.61,12.79,0.93,29.04,8.86,,,1.62,19024.96,112
Lucknow,08/11/2016,99.11,,62.51,55.44,,,1.81,36.17,8.85,5.52,,1.1,19025.96,324
Lucknow,01/03/2020,141.77,,10.99,34.27,27.12,33.38,1.28,31.13,5.19,3.66,,2,19026.96,279
Jaipur,04/02/2019,50.58,96.34,4.49,42.94,31.54,26.04,0.86,55.21,9.57,1.1,,0.57,19027.96,112
Hyderabad,21/06/2018,39.62,59.62,3.26,26.08,20.75,1.47,0.41,46.38,5.35,5.39,0.83,1.02,19028.96,109
Amritsar,02/10/2018,29.75,80.44,17.23,11.65,32.1,7.55,0.49,11.58,13.08,2.76,4.07,1.62,19029.96,86
Chandigarh,01/09/2018,33.02,58.79,8.5,10.79,12.42,0.6,0.41,17.67,9.22,1.64,2.14,5.49,19030.96,74
Thiruvananthapuram,26/06/2019,20.34,45.32,3.5,4.68,7.86,3.18,1.14,29.01,2.23,,,,19031.96,96
Chennai,19/07/2016,24.66,,5.88,9.27,7.12,,0,11.84,3.49,0.05,,0.04,19032.96,100
Mumbai,16/12/2018,26.04,51.43,22.05,30.8,55.23,6.19,0.56,21.35,9.54,,,4.07,19033.96,64
Hyderabad,24/02/2020,52.48,92.75,19.3,20.38,14.02,13.55,0,19.11,9.64,0.11,0.02,0.01,19034.96,108
Chennai,28/09/2016,31.68,,7.03,19.97,25.59,27.75,0.82,16.94,6.1,1.48,,0,19035.96,62
Lucknow,15/06/2015,39.74,,4.56,7.09,4.98,,2.74,71.04,10.33,0.47,,0.36,19036.96,154
Jorapokhar,20/05/2017,,,,,,,,,,,,,19037.96,
Gurugram,17/12/2015,,,10.68,12.39,10.24,,2,13.63,15,,,,19038.96,
Chennai,29/08/2017,42.47,,7.05,17.47,20.22,6.29,0.75,38.98,5.44,0.14,,1.18,19039.96,126
Bengaluru,28/07/2015,45.33,,2.99,10.65,7.51,32.57,8.16,10.64,7.28,9.96,,3.79,19040.96,127
Talcher,21/01/2020,155.33,332.29,39.64,28.05,96.89,16.31,1.91,22.55,21.67,,,0,19041.96,336
Lucknow,21/12/2019,135.8,,9.71,36.51,18.37,34.58,1.21,55.26,9.51,8.5,,1.44,19042.96,317
Lucknow,14/10/2016,26.05,,13.69,24.1,,,1.28,20.79,6.29,1.96,,1.14,19043.96,53
Gurugram,12/11/2018,143.41,223.11,58.82,73.26,94.55,,1.77,,12.69,5.99,,2,19044.96,325
Guwahati,14/02/2020,36.69,93.48,13.96,29.8,63.94,52.61,0.84,8.14,16.12,,,1.09,19045.96,93
Hyderabad,01/02/2019,42.89,108.3,9.56,44.53,23.23,15.31,0.39,40.04,3.57,1.84,0.06,0.17,19046.96,101
Shillong,26/08/2018,8.08,26.42,0.93,2.57,1.1,2.82,0.18,31.35,5.09,0.1,,0.19,19047.96,56
Jaipur,01/03/2019,51.37,99.48,5.77,27.05,34.88,20.38,1.02,37.76,8.99,2.79,,0.88,19048.96,96
Visakhapatnam,05/11/2018,69.5,143,7.43,20.69,17.63,7.37,1.1,31.95,9.59,15.34,1.81,4.25,19049.96,153
Delhi,22/02/2020,150.66,271.87,40.79,46.08,72.83,40.8,2.31,8.6,10.7,27.9,0.56,1.18,19050.96,325
Delhi,10/07/2018,40.66,48.86,23.01,34.07,32.19,,0.98,22.11,18.94,18.55,0.57,1.54,19051.96,52
Brajrajnagar,14/09/2019,47.02,90.19,5.37,10.75,11.92,1.55,3.39,21.9,12.68,,,0,19052.96,69
Delhi,26/06/2018,11.97,153.11,7.75,13.51,17.94,8.24,0.81,24,12.31,9.3,0.36,1.21,19053.96,71
Bengaluru,01/03/2019,34.97,87.24,5.69,29.3,24.27,14.97,1.01,26.52,5.65,2.07,,0.55,19054.96,94
Shillong,19/10/2018,19.93,38.96,0.78,2.78,1.08,3.72,0.13,18.16,4.42,0.57,,0.29,19055.96,52
Bengaluru,24/03/2017,30.78,70.7,7.47,29.37,0,17.1,1.08,51.83,4.79,1.27,,1.19,19056.96,71
Bengaluru,22/06/2019,32.01,57.32,11.63,27.22,33.37,19.34,1.03,24.05,5.91,2.05,,0.48,19057.96,80
Jaipur,27/06/2019,54.14,99.46,2.52,19.17,14.12,13.39,0.95,22.14,14.12,6.31,,0.46,19058.96,92
Lucknow,06/07/2017,39.62,,5.64,6.65,6.24,,1.37,2.38,4.86,1.91,,1.11,19059.96,81
Hyderabad,21/02/2018,59.09,91.54,11.8,33.37,22.42,16.5,0.15,42.09,5.25,0.93,0.14,0.11,19060.96,84
Thiruvananthapuram,01/03/2019,37.13,42.37,10.72,19,26.26,10.08,1.16,6.2,4.48,,,,19061.96,68
Delhi,14/02/2017,172.66,194.76,20.14,47.58,31.18,23.65,0.78,26.95,17.94,31.49,0.14,4.23,19062.96,319
Ahmedabad,04/07/2019,29.93,32.69,25.23,34.44,73.82,,24.1,19.19,52.18,20.06,0.7,3.74,19063.96,83
Jorapokhar,08/10/2017,,88.54,10.67,13.63,,1.9,0.39,8.7,36.58,,,,19064.96,
Hyderabad,27/02/2015,,,9.08,29.55,72.07,,0.57,26.46,7.37,4.31,1.01,0.77,19065.96,
Hyderabad,02/05/2015,35.7,,5.68,10.64,18.43,,1.25,47.27,5.04,,,,19066.96,108
Jorapokhar,06/06/2017,,121.61,7.87,10.41,,25.63,,8.23,17.89,,,,19067.96,103
Patna,04/08/2016,38.1,,22.96,12.02,32.22,,1.04,23.6,4.32,0.51,0.14,0.12,19068.96,168
Patna,05/04/2015,62.56,,4.71,6.5,4.98,,2.37,27.64,54.51,2.19,1.05,0.38,19069.96,210
Gurugram,11/06/2016,41.73,,2.71,15.05,,,1.31,,11.22,3.17,,0.03,19070.96,125
Ahmedabad,05/03/2015,,,3.59,13.61,8.36,,0.11,12.66,14.06,7.39,0.8,1.45,19071.96,
Patna,09/07/2018,52.51,,7.99,55.8,22.4,,0.99,40.05,42.81,16.52,5.44,1.29,19072.96,128
Delhi,18/01/2019,101.28,164.25,37.66,60.45,79.99,41.94,2.31,26.98,15.28,26.07,,6.36,19073.96,352
Lucknow,27/01/2018,219.36,,100.04,69.04,50.11,48.07,1.13,50.61,10.25,3.49,,0.75,19074.96,375
Amritsar,24/08/2019,39.65,78.54,16.08,30.31,35.64,9.29,0.61,20.04,8.42,2.01,2,1.27,19075.96,87
Delhi,30/10/2018,202.93,422.46,98.24,48.23,77.77,55.82,1.64,47.75,22.12,37.59,2.26,5.95,19076.96,377
Lucknow,26/11/2016,116.92,,9.14,21.84,,,1.4,64.1,10.6,3.86,,1.19,19077.96,255
Chennai,20/08/2016,42,,12.61,12.07,16.17,,0.15,43,5.49,0.09,,0.11,19078.96,103
Chennai,13/08/2017,66.32,,7.72,13.54,10.17,,0.06,30.52,3.01,0.41,,0.02,19079.96,184
Patna,08/11/2017,279.14,,11.65,72.63,34.14,,3,16.44,59.43,20.79,12.75,3,19080.96,455
Patna,24/08/2016,55.45,,29.67,33.63,63.07,,1.21,9.91,2.03,0.6,0.5,0.26,19081.96,75
Chennai,07/10/2016,41.58,,6.36,13.54,7.89,,0,21.31,5.52,0.16,,0.16,19082.96,84
Jaipur,08/12/2018,48.64,128.8,12.04,30.58,44.62,13.81,0.31,46,9.95,7.34,,0.56,19083.96,112
Delhi,06/09/2016,74.88,151.96,26.78,44.61,51.84,25.46,0.39,32.3,12.51,4.52,,2.91,19084.96,148
Coimbatore,09/05/2019,50.98,159.27,1.05,20.36,31.27,,1.49,28.24,7.89,0.03,,0,19085.96,176
Jaipur,20/02/2019,50.33,96.95,12.78,43.49,37.11,37.02,1.03,42.75,12.3,10.85,,1.47,19086.96,122
Thiruvananthapuram,24/08/2019,17.25,40.47,1.97,5.11,2.97,,0.6,23.08,3.98,,,,19087.96,49
Chennai,28/07/2018,45.66,,8.25,13.21,20.65,,1.07,34.99,3.74,0,,0.14,19088.96,85
Jaipur,17/04/2019,38.08,77.68,12.58,36.56,41.53,26.09,0.95,40.92,10.51,3.81,,0.47,19089.96,106
Lucknow,06/05/2015,34.64,,3.74,11.71,2.15,,1.32,20.87,6.94,4.35,,3.89,19090.96,239
Chennai,27/09/2016,56.07,,15.59,15.07,16.99,43.15,0,22.66,4.99,0,,0.02,19091.96,76
Bengaluru,11/06/2016,28.4,,4.5,11.32,9.74,25.34,1.32,46.66,3.37,1.14,,,19092.96,52
Lucknow,22/10/2018,68.9,,4.65,26.76,17.05,3.39,0.85,10.67,6.31,6.6,,36.56,19093.96,155
Hyderabad,26/08/2018,26.66,52.89,5.48,15.2,20.4,10.56,0.76,19.15,7.87,6.62,0.25,1.38,19094.96,47
Brajrajnagar,17/04/2019,48.4,76.8,28.13,13.01,26.79,75.79,1.38,31.9,8.21,,,0,19095.96,99
Thiruvananthapuram,04/10/2019,28.88,46.47,10.23,8.04,14.39,3.67,0.49,19.52,8.02,,,,19096.96,44
Bengaluru,17/02/2017,43.47,90.91,4.66,25.26,13.76,19.4,1.37,39.18,5.07,1.44,,0.59,19097.96,107
Gurugram,06/02/2019,149.37,,28.15,120.91,67.61,,6.88,30.28,,9.16,,36.48,19098.96,359
Lucknow,02/07/2015,47.71,,6.04,8.11,5.47,,1.57,17.78,9.42,0.42,,0.32,19099.96,154
Gurugram,28/03/2017,227.06,,3.12,7.29,,,0.69,26.26,8.79,2.16,,0.02,19100.96,377
Bhopal,25/02/2019,9.91,15.25,1.14,11.66,9.39,4.98,0.37,31.37,10.99,,,,19101.96,63
Mumbai,22/06/2019,21.77,74.24,19.43,13.36,30.87,7.03,0.23,0.59,24.06,,,3.3,19102.96,83
Amaravati,28/09/2019,14.54,29.96,5.11,28.61,20.25,8.88,0.51,33.02,9.51,0.64,0.14,0.29,19103.96,45
Delhi,05/09/2019,42.95,81.83,21.06,44.8,52.82,34.58,0.64,25.73,8.01,6.57,,1.06,19104.96,99
Shillong,28/06/2020,18.77,27.6,0.81,2.59,1.25,1.84,0.16,25.5,7.95,0.21,,0.31,19105.96,58
Amritsar,14/01/2018,64.77,204.18,12.98,25.48,75.8,8.08,1.31,25.27,3.05,8.05,6.05,6.63,19106.96,220
Chandigarh,17/08/2019,20.84,27.89,2.87,10.57,8.11,10.88,0.3,13.03,8.35,0.14,0.69,2.29,19107.96,47
Chennai,29/05/2018,23.26,61.38,8.53,16.31,21.97,44.11,0.66,40.77,10.41,0,,0.09,19108.96,90
Shillong,02/09/2018,7.01,23.59,1.11,3.59,1.55,1.46,0.16,40.51,9.5,0.06,,0.11,19109.96,60
Visakhapatnam,15/12/2019,81.63,142.46,14.27,61.89,45.91,6.57,1.43,13.94,18,11.61,4.01,4.39,19110.96,161
Thiruvananthapuram,08/08/2018,18.08,34.14,3.14,8.09,6.28,4.9,1.02,33.43,7,,,,19111.96,57
Hyderabad,10/02/2018,34.88,90.21,19.58,11.97,3.79,11.74,0.16,53.24,6.67,1.62,1.2,0.12,19112.96,67
Lucknow,31/01/2017,161.99,,54.14,70.43,55.32,49.73,2.07,17.73,15.07,9.52,,3.26,19113.96,304
Amaravati,05/03/2018,34.81,75.94,9.14,19.59,16.79,9.76,0.64,39.76,5.77,2.22,0.1,0.05,19114.96,75
Hyderabad,01/04/2019,34.99,91.16,7.75,32.47,24.85,10.89,0.45,22.96,5.31,17.45,0.86,1.99,19115.96,91
Jorapokhar,06/07/2016,,,,,,,,,,,,,19116.96,
Brajrajnagar,27/03/2020,,,,,,,,,,,,,19117.96,
Ahmedabad,28/03/2020,40.04,84.86,2.39,18.05,10.2,,0.69,40.45,,11.11,2.35,4.56,19118.96,81
Amritsar,14/06/2020,26.27,45.52,10.74,9.24,20.95,6.65,0.72,28.35,5.37,1.45,1.88,3.27,19119.96,72
Mumbai,11/04/2015,,,,,43.21,,0,,,0,0,0,19120.96,
Visakhapatnam,06/11/2017,,,,,0,,0,,,0,0,0,19121.96,
Hyderabad,16/06/2016,,,7.2,28.39,34.57,,0.81,31.98,6.97,1.16,1.06,1.21,19122.96,
Mumbai,01/09/2019,,,,,46,,0,10.74,,0,0,0,19123.96,
Mumbai,11/09/2017,69.7,,,,25.84,,1.24,16.4,10.25,,,0.49,19124.96,102
Bengaluru,22/10/2016,29.5,58.65,5.39,29.35,0,27.48,1.36,41.4,3.04,1.17,,0.9,19125.96,
Jorapokhar,09/10/2017,,97.63,6.97,7.85,,0.48,0.41,26.72,36.9,,,,19126.96,143
Gurugram,10/10/2016,68.43,,5.97,22.04,,,1.27,15.58,1.77,4.84,,1.41,19127.96,293
Jorapokhar,08/08/2018,57.86,150.38,22.24,9.8,,17.75,,9.09,42.88,,,,19128.96,112
Amritsar,27/10/2017,,,,,,0.21,,19.77,,,,,19129.96,
Lucknow,25/09/2017,90.9,,14.09,23.04,,,2,27.32,7.64,9.17,,1.23,19130.96,242
Brajrajnagar,24/09/2016,61.87,151.93,9.3,13.86,19.27,13.56,0.53,28.49,3.45,,,0,19131.96,165
Jaipur,25/08/2019,34.01,150.45,5.52,20.43,20.25,27.01,0.93,55.9,7.03,1.53,,0.6,19132.96,124
Lucknow,05/04/2017,57.78,,13.8,63.5,4.22,,1.86,16.89,5.77,30.7,,49.13,19133.96,123
Patna,20/01/2019,133.46,,27.62,27.72,28.67,,2.06,33.94,48.01,19.55,10.89,3.53,19134.96,338
Delhi,01/08/2019,47.7,137.86,33.84,27.8,79.57,7.43,1.18,12.78,14.99,9.6,,3.07,19135.96,140
Ahmedabad,24/06/2020,34.72,136.28,3.29,9.3,10.3,24.56,0,47.12,,0,0,0,19136.96,127
Brajrajnagar,04/09/2019,13.92,45.06,3.12,4.04,2.94,6.06,1.59,2.75,3.1,,,0,19137.96,108
Bhopal,29/08/2019,27.52,52.2,15,36.46,23.37,11.79,1.08,19.79,13.72,,,,19138.96,90
Patna,01/09/2018,40.59,,42.7,101.01,54.32,,1.59,48.05,44.82,23.71,10.47,2.22,19139.96,75
Chennai,18/08/2017,42.47,,2.59,9.25,4.96,,0.04,9.06,5.15,0,,0,19140.96,76
Chennai,01/01/2016,89.92,182.7,9.49,18.94,19.59,17.5,0.57,19.51,4.13,0.31,,0.03,19141.96,215
Chennai,17/06/2017,35.86,,9.47,12.16,6.84,,0.03,26.96,3.55,0.01,,0,19142.96,92
Amaravati,15/09/2019,20,33.81,1.97,4.64,4.07,3.66,0.46,21.98,9.05,0.36,0.1,0.08,19143.96,47
Chennai,26/07/2015,39.99,,5.98,11.36,9.04,,2.2,10.66,2.78,4.79,,0.1,19144.96,205
Jorapokhar,15/11/2018,84.55,214.55,,,,32.79,,39.56,25.28,,,,19145.96,199
Hyderabad,17/01/2015,,,8.27,28.39,27.53,,0.36,28.39,2.69,11.99,2.48,1.2,19146.96,
Bengaluru,29/08/2015,42.31,,9.5,25.7,19.62,27.62,1.67,20.29,8.9,4.6,,12.53,19147.96,117
Chennai,13/06/2018,31.92,,8.3,11.07,16.95,27.34,1.06,18.43,8.99,0.89,,0.12,19148.96,91
Chennai,27/03/2018,39.64,,11.59,10.65,21.36,49.79,0.9,23.32,13.65,0.49,,0.12,19149.96,83
Chennai,25/10/2018,73.07,,9.27,11.07,11.3,110.93,0.77,35.31,2.49,5.05,,1.22,19150.96,157
Hyderabad,24/02/2015,87.88,,4.3,10.57,15.56,,1.04,9.96,6.74,3.02,0.32,0.46,19151.96,302
Thiruvananthapuram,06/06/2020,10.36,27.85,0.98,5.71,3.65,,0.96,47.51,2.01,,,,19152.96,108
Delhi,27/05/2019,39.12,136.01,12.46,19.4,23.56,41.22,1.09,24.7,9.48,18.53,0.41,2.41,19153.96,158
Chennai,02/05/2019,31.39,79.5,7.93,12.8,22.69,78.14,0.92,29.04,5.68,0,,0.07,19154.96,79
