City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Thiruvananthapuram,2018-01-25,60.66,79.09,0.95,3.6,3.4,15.14,1.31,4.84,35.6,,,,93.0,Satisfactory
Visakhapatnam,2020-05-21,15.28,63.9,15.03,34.56,30.61,13.32,0.58,25.03,49.17,6.81,9.59,3.25,117.0,Moderate
Amaravati,2020-03-07,45.46,65.34,2.85,17.08,13.72,14.62,0.75,13.13,30.8,0.0,4.6,0.14,94.0,Satisfactory
Hyderabad,2020-02-10,79.73,124.89,7.6,57.68,27.31,17.77,0.75,13.07,41.93,3.17,27.04,5.62,139.0,Moderate
Hyderabad,2019-10-09,42.42,82.05,12.8,36.35,26.06,30.91,0.52,5.17,45.1,6.74,22.47,2.44,82.0,Satisfactory
Amritsar,2020-03-01,83.46,243.71,16.77,10.85,23.03,12.54,0.21,6.5,20.33,1.78,3.07,2.03,196.0,Moderate
Visakhapatnam,2019-12-24,88.76,180.58,27.96,51.06,52.87,36.21,0.91,6.57,23.46,3.58,7.95,1.29,202.0,Poor
Visakhapatnam,2019-03-12,48.81,92.41,4.15,44.63,25.49,17.72,0.68,13.71,37.48,4.42,8.19,2.5,103.0,Moderate
Hyderabad,2017-02-06,43.31,93.34,9.55,48.8,24.55,15.52,0.99,6.43,30.11,2.97,8.65,1.01,94.0,Satisfactory
Hyderabad,2018-12-16,80.85,111.54,2.66,13.09,16.55,18.01,1.17,9.79,22.04,4.49,12.69,1.73,178.0,Moderate
Amritsar,2018-10-07,41.42,88.65,24.47,54.5,61.44,12.06,0.81,5.84,9.26,3.75,1.06,11.97,100.0,Satisfactory
Kolkata,2018-04-20,23.99,83.15,11.77,58.5,42.03,11.9,0.62,16.38,34.43,10.32,17.01,8.44,80.0,Satisfactory
Hyderabad,2018-07-26,16.02,87.58,5.81,20.55,16.74,13.03,0.27,5.79,15.99,0.36,3.88,0.51,51.0,Satisfactory
Chandigarh,2019-11-20,11.3,21.65,5.47,10.21,1.67,3.23,0.31,6.84,10.77,3.81,0.67,1.53,62.0,Satisfactory
Thiruvananthapuram,2018-01-16,51.55,59.36,0.84,5.12,2.46,4.32,1.14,5.65,53.85,,,,92.0,Satisfactory
Visakhapatnam,2019-06-04,54.65,113.46,1.77,31.58,22.56,28.24,0.88,10.76,35.84,2.36,3.12,0.47,98.0,Satisfactory
Chandigarh,2018-06-23,26.67,64.14,1.31,10.05,5.06,19.42,0.64,9.99,16.12,4.92,0.25,0.59,52.0,Satisfactory
Visakhapatnam,2020-02-27,28.47,53.19,3.13,13.22,13.7,12.79,0.54,11.1,40.73,4.15,7.25,1.46,83.0,Satisfactory
Kolkata,2018-06-26,50.01,72.29,4.38,34.65,36.59,15.83,0.68,9.0,57.7,9.68,17.6,4.91,79.0,Satisfactory
Talcher,2018-04-21,,,,,,,,,,,,,,
Patna,2018-06-08,,,,,,,,,7.72,,,,248.0,Poor
Mumbai,2016-02-06,,,,,27.76,,0.0,,,0.0,0.0,0.0,,
Mumbai,2015-10-27,,,,,103.75,,0.0,,,0.0,0.0,0.0,,
Hyderabad,2016-09-22,15.28,59.31,3.49,18.08,10.06,41.84,0.46,6.38,24.71,1.41,19.99,2.71,60.0,Satisfactory
Jorapokhar,2018-01-04,,,,,,,,,,,,,,
Ahmedabad,2017-10-18,,,,,,,,,,,,,,
Thiruvananthapuram,2019-10-06,,,,,,,,,,,,,,
Mumbai,2016-02-20,,,,,41.02,,0.0,,,0.0,0.0,0.0,,
Mumbai,2016-07-06,,,,,26.16,,0.0,,,0.0,0.0,0.0,,
Thiruvananthapuram,2019-10-06,,,,,,,,,,,,,,
Patna,2015-09-16,,,30.55,33.55,51.05,,2.74,5.17,3.6,0.53,2.49,1.06,,
Patna,2018-01-08,,,146.49,50.65,63.12,,2.31,49.69,19.67,0.27,0.93,0.54,,
Hyderabad,2015-05-09,73.2,,7.91,17.36,22.68,,0.35,5.19,41.43,,,,123.0,Moderate
Mumbai,2019-05-01,30.54,103.2,47.64,8.97,36.08,,1.76,8.72,72.07,0.5,,,118.0,Moderate
Chennai,2015-10-08,67.48,,8.6,9.51,11.66,17.87,3.55,7.55,28.01,0.1,,,139.0,Moderate
Jaipur,2015-12-20,,,12.07,,14.1,,1.84,5.64,12.08,36.55,10.32,,,
Chennai,2016-07-08,,,11.05,14.41,13.8,,1.16,17.29,12.98,1.42,2.74,,,
Mumbai,2016-09-17,34.0,,19.47,30.73,34.42,,1.87,,9.74,0.0,0.0,0.0,123.0,Moderate
Amritsar,2020-03-09,76.75,121.55,41.71,95.08,48.93,7.5,0.0,,53.46,,,,168.0,Moderate
Amritsar,2018-07-28,35.7,82.04,13.2,10.41,,49.43,,5.84,7.67,,,,76.0,Satisfactory
Gurugram,2016-10-13,81.13,,5.11,11.42,,,1.32,8.21,21.6,0.01,1.01,,175.0,Moderate
Patna,2018-01-05,114.17,,6.08,14.19,3.6,,1.7,40.66,20.52,0.65,6.98,4.15,302.0,Very Poor
Chennai,2016-02-24,52.14,,3.83,13.95,11.87,,0.01,3.03,25.87,0.31,0.49,,104.0,Moderate
Bengaluru,2015-07-05,26.62,,6.61,20.1,25.2,,1.47,1.42,27.2,1.84,0.54,,102.0,Moderate
Ernakulam,2019-04-03,23.9,,33.22,3.29,26.11,,0.85,3.65,52.74,0.15,0.45,0.03,,
Lucknow,2017-04-25,33.31,,6.8,21.45,9.39,,1.39,6.59,18.21,0.28,0.08,,221.0,Poor
Jaipur,2019-05-24,111.06,227.71,36.7,43.48,66.34,30.69,1.54,10.91,40.57,1.08,5.75,,246.0,Poor
Patna,2020-03-05,44.31,,12.95,26.16,9.65,,1.4,47.12,51.18,3.17,30.78,13.57,127.0,Moderate
Ahmedabad,2017-03-25,,,,,,,,,,0.0,0.0,0.0,,
Talcher,2018-09-14,,,7.32,13.49,22.41,7.44,0.05,1.71,47.24,0.0,,,,
Hyderabad,2015-01-25,,,29.79,14.8,29.11,,0.44,3.86,28.2,1.02,6.24,0.68,,
Mumbai,2018-05-02,68.81,122.49,40.42,22.37,52.33,,3.13,14.35,38.91,1.41,,,125.0,Moderate
Shillong,2019-06-29,17.01,21.04,0.36,1.2,0.17,18.84,0.18,7.8,19.63,0.23,0.12,,23.0,Good
Jaipur,2017-10-08,55.65,101.4,28.11,41.47,67.75,16.79,0.79,8.71,50.65,0.97,3.81,,150.0,Moderate
Mumbai,2018-02-07,91.2,232.93,113.04,47.06,104.85,8.89,2.01,8.69,44.62,0.95,,,221.0,Poor
Ernakulam,2019-08-13,31.64,23.32,13.0,,12.29,9.05,1.27,2.78,9.26,0.89,2.96,0.14,,
Chennai,2019-05-02,22.78,,15.49,15.2,24.02,,0.57,19.31,22.37,0.0,1.01,,58.0,Satisfactory
Bengaluru,2020-01-12,47.66,135.13,44.99,54.41,37.87,,0.96,4.65,30.16,0.0,1.25,,135.0,Moderate
Mumbai,2020-01-30,68.87,88.64,20.63,36.86,49.74,11.06,0.85,12.03,33.5,1.43,,,101.0,Moderate
Brajrajnagar,2018-10-03,150.54,187.81,8.79,8.35,20.84,6.69,3.01,12.73,19.09,0.92,,,258.0,Poor
Gurugram,2018-08-27,25.15,38.21,4.76,13.9,16.37,,0.92,5.84,31.31,3.5,12.08,7.69,143.0,Moderate
Chennai,2017-08-21,,61.52,6.6,11.12,19.07,,0.89,5.41,32.69,0.35,4.17,,82.0,Satisfactory
Guwahati,2019-07-12,58.13,100.17,3.0,10.19,7.58,41.35,0.32,14.89,32.72,0.0,,,131.0,Moderate
Jaipur,2019-05-22,47.15,157.87,18.5,36.77,56.45,27.82,0.82,9.5,38.19,1.54,8.59,,152.0,Moderate
Amaravati,2020-03-13,11.4,17.65,2.59,15.11,10.59,8.23,0.88,13.96,40.26,0.26,0.2,0.1,45.0,Good
Chennai,2017-01-20,87.04,,7.96,14.29,10.56,,1.03,3.93,11.21,9.46,5.63,,317.0,Very Poor
Chennai,2017-02-20,19.02,,3.05,12.35,9.58,,0.0,5.33,28.26,0.11,0.02,,67.0,Satisfactory
Amritsar,2020-02-23,61.6,105.91,18.8,15.13,30.85,8.03,0.0,6.6,30.77,,,,106.0,Moderate
Patna,2017-09-19,61.4,,17.28,9.6,15.47,23.61,1.54,31.9,,0.0,0.0,0.0,66.0,Satisfactory
Bengaluru,2017-05-21,5.9,39.61,8.87,10.97,6.09,,0.54,2.93,18.24,,0.76,,47.0,Good
Jorapokhar,2017-08-13,,104.19,7.08,7.67,,8.24,0.34,26.49,34.75,,,,156.0,Moderate
Brajrajnagar,2020-04-25,66.09,174.65,6.14,16.16,19.94,8.91,2.98,8.74,51.11,0.0,,,129.0,Moderate
Gurugram,2018-08-24,26.94,33.7,10.94,18.4,28.22,,0.53,7.54,37.16,2.01,6.01,,100.0,Satisfactory
Lucknow,2016-11-26,54.3,,12.98,27.74,8.5,,1.45,3.95,43.28,0.62,0.66,,81.0,Satisfactory
Lucknow,2019-10-22,68.4,,19.14,39.67,27.69,41.37,1.2,6.88,38.15,0.48,0.93,,131.0,Moderate
Talcher,2018-12-04,163.6,317.84,82.51,48.46,156.76,11.71,3.08,4.74,16.02,0.0,,,336.0,Very Poor
Kolkata,2019-07-31,11.91,18.96,6.91,29.1,29.15,11.63,0.47,1.82,26.71,3.07,2.48,,40.0,Good
Chennai,2018-06-09,19.3,,6.89,13.35,12.38,33.18,0.5,4.64,8.77,0.27,0.06,,74.0,Satisfactory
Lucknow,2019-05-23,58.26,,11.71,41.19,29.18,17.6,0.34,8.57,49.49,0.0,0.0,,196.0,Moderate
Hyderabad,2015-12-06,82.9,,19.92,52.33,5.38,,0.57,30.31,29.33,0.02,0.21,2.61,171.0,Moderate
Visakhapatnam,2018-06-01,39.3,63.87,4.17,37.07,22.7,17.1,0.11,2.42,23.2,3.16,3.74,0.98,48.0,Good
Hyderabad,2015-07-03,24.66,,4.79,10.61,17.12,,0.46,4.1,11.27,0.46,3.03,0.48,105.0,Moderate
Brajrajnagar,2020-06-16,24.28,52.94,4.78,10.91,15.27,16.1,2.55,12.97,,2.57,,,93.0,Satisfactory
Chennai,2017-03-12,34.19,66.33,5.51,9.16,16.65,16.13,0.54,6.5,21.59,0.03,0.05,,102.0,Moderate
Lucknow,2016-01-05,143.27,,6.8,20.85,16.74,67.9,1.09,8.61,32.64,27.71,7.84,,338.0,Very Poor
Lucknow,2018-06-06,76.02,,11.14,37.86,16.38,58.06,0.64,6.97,32.88,0.12,0.32,,104.0,Moderate
Bengaluru,2015-05-15,9.06,,5.35,7.44,9.54,11.34,14.28,6.99,41.45,2.58,1.44,,105.0,Moderate
Amritsar,2019-12-22,919.2,,16.99,20.81,,,0.03,4.57,14.88,7.61,10.04,25.77,774.0,Severe
Patna,2016-12-23,131.66,,24.48,20.64,54.14,,2.68,2.04,16.53,0.23,1.06,0.76,359.0,Very Poor
Gurugram,2016-03-07,240.26,,36.77,64.65,67.17,,0.93,6.95,19.23,0.02,2.49,,447.0,Severe
Thiruvananthapuram,2020-06-09,9.52,25.89,8.15,6.69,10.26,5.8,0.47,3.89,22.19,,,,47.0,Good
Gurugram,2016-12-06,67.69,,6.08,8.74,,,0.65,21.96,32.82,0.02,2.32,,119.0,Moderate
Bengaluru,2015-10-15,44.36,,2.0,10.42,8.94,21.69,0.97,2.33,20.3,,1.57,,105.0,Moderate
Gurugram,2017-06-18,29.34,,6.7,21.59,,,0.81,3.77,21.05,0.04,4.41,,77.0,Satisfactory
Patna,2019-03-01,78.29,,21.99,84.0,43.78,,0.84,46.91,37.32,7.11,63.97,21.86,154.0,Moderate
Bengaluru,2019-09-14,24.32,33.09,8.9,19.3,13.98,10.73,0.78,7.71,19.42,0.32,2.89,,47.0,Good
Jorapokhar,2019-04-28,130.72,182.77,35.14,10.23,,38.68,1.2,56.04,33.94,,,,318.0,Very Poor
Amaravati,2019-12-06,53.84,106.45,14.9,108.94,94.29,,0.88,9.51,54.66,0.05,0.05,0.1,115.0,Moderate
Chandigarh,2020-04-26,12.5,33.56,1.7,13.28,7.67,18.95,0.49,11.19,36.21,3.24,0.37,0.97,42.0,Good
Visakhapatnam,2019-03-11,50.59,123.23,8.9,20.72,21.98,12.1,1.0,14.74,17.92,3.17,11.7,2.78,119.0,Moderate
Thiruvananthapuram,2018-07-23,17.86,24.6,7.59,13.38,18.81,15.09,0.77,7.35,32.18,,,,46.0,Good
Bengaluru,2017-08-21,43.38,98.22,6.55,41.56,0.0,12.87,0.59,5.79,40.31,0.58,0.79,,104.0,Moderate
Delhi,2019-12-08,123.56,216.96,57.76,58.14,78.09,25.02,0.91,19.39,35.0,4.97,33.86,0.69,274.0,Poor
Patna,2017-08-04,71.17,152.42,49.28,57.87,50.15,54.97,1.09,9.02,12.37,2.82,10.3,9.74,104.0,Moderate
Lucknow,2020-04-11,29.33,,9.74,14.06,15.05,29.45,0.92,6.85,58.98,0.39,3.34,,102.0,Moderate
Delhi,2015-09-05,56.47,148.06,16.93,29.11,34.84,14.64,1.56,7.65,29.43,0.07,5.43,1.46,124.0,Moderate
Ahmedabad,2016-05-02,77.33,,3.8,21.9,21.42,,8.96,31.15,41.69,8.99,11.73,6.45,146.0,Moderate
Delhi,2019-05-18,138.75,180.62,25.74,51.76,55.36,53.99,1.26,16.84,48.54,4.1,26.42,0.27,272.0,Poor
Lucknow,2019-08-14,52.82,,5.95,15.87,12.66,32.07,0.82,8.34,26.31,0.37,1.44,,118.0,Moderate
Patna,2018-04-26,43.83,93.85,31.66,59.09,86.38,31.86,1.37,8.15,39.57,3.05,5.84,3.85,113.0,Moderate
Gurugram,2020-04-06,77.73,118.26,4.0,8.72,11.66,16.34,0.64,5.51,34.04,22.94,3.73,3.64,126.0,Moderate
Patna,2017-05-31,44.5,,179.3,2.6,62.48,,1.02,7.24,19.59,0.49,2.21,0.56,81.0,Satisfactory
Gurugram,2016-02-04,103.73,,6.13,10.67,,,0.62,5.0,50.51,0.03,2.48,,319.0,Very Poor
Bhopal,2019-11-06,78.47,125.9,10.33,28.03,31.94,11.34,1.19,6.6,11.62,,,,146.0,Moderate
Jaipur,2019-12-28,41.58,81.73,5.92,22.25,19.5,15.0,0.75,10.44,39.86,0.66,7.15,,112.0,Moderate
Mumbai,2020-03-21,24.5,65.01,28.04,18.28,37.95,16.13,1.51,26.2,21.35,0.93,,,92.0,Satisfactory
Amaravati,2017-02-28,11.37,44.86,3.82,25.52,19.25,9.57,0.5,15.74,42.68,0.08,0.12,0.1,71.0,Satisfactory
Amaravati,2020-02-05,70.23,171.56,11.65,52.92,42.52,38.61,0.76,13.47,28.09,0.07,0.15,0.1,153.0,Moderate
Visakhapatnam,2018-11-29,39.84,112.56,9.22,33.45,17.59,10.51,0.56,6.88,32.71,3.03,13.31,1.25,101.0,Moderate
Ahmedabad,2019-01-19,88.33,,28.73,46.48,50.74,,15.22,72.95,40.18,18.91,25.12,17.46,834.8,Severe
Bengaluru,2019-04-20,37.6,73.76,6.19,24.35,22.43,12.01,0.92,5.17,43.26,1.25,16.45,,92.0,Satisfactory
Patna,2015-08-26,88.28,,28.09,14.82,44.44,,2.62,10.96,52.21,0.34,3.73,0.84,318.0,Very Poor
Lucknow,2015-06-21,63.63,,2.74,10.88,6.35,,4.18,2.84,6.62,0.38,1.1,,133.0,Moderate
Jaipur,2019-10-05,65.48,113.2,9.16,14.96,19.86,20.99,0.52,12.33,40.69,0.64,7.39,,202.0,Poor
Lucknow,2016-12-03,23.26,,6.84,20.48,,,1.2,8.21,31.52,1.36,2.64,,56.0,Satisfactory
Lucknow,2018-04-15,41.06,,12.49,26.04,28.84,30.44,0.34,2.48,31.35,0.0,0.0,,103.0,Moderate
Visakhapatnam,2020-03-12,51.04,107.38,19.37,43.92,41.57,14.71,1.7,13.21,11.41,7.87,16.29,7.01,122.0,Moderate
Talcher,2018-04-09,19.52,78.64,59.48,8.94,54.92,7.1,1.09,38.69,5.11,0.0,,,79.0,Satisfactory
Hyderabad,2017-05-05,27.44,,4.45,12.98,16.96,,0.76,9.46,16.46,0.27,1.5,0.11,80.0,Satisfactory
Lucknow,2020-04-15,48.19,,10.81,22.66,19.25,7.67,0.97,5.63,38.31,39.02,26.6,,92.0,Satisfactory
Ahmedabad,2018-07-04,52.56,,5.28,48.4,33.13,,17.94,43.26,37.25,19.52,79.21,13.03,360.0,Very Poor
Amritsar,2019-09-20,37.23,56.66,7.78,8.78,16.02,11.89,0.51,3.62,12.63,2.84,2.77,2.0,59.0,Satisfactory
Amritsar,2017-05-31,51.53,93.14,4.62,11.95,,4.67,1.6,164.03,24.77,13.81,6.8,4.19,97.0,Satisfactory
Thiruvananthapuram,2020-06-01,43.68,74.05,1.59,4.02,3.68,7.71,1.1,9.15,24.24,,,,99.0,Satisfactory
Amritsar,2019-07-06,60.16,84.71,20.67,16.41,30.68,7.31,0.0,7.25,15.11,13.84,2.22,5.77,106.0,Moderate
Jaipur,2016-04-25,52.95,100.63,19.76,46.26,71.35,32.71,0.88,17.11,23.0,3.67,9.57,,158.0,Moderate
Amritsar,2018-11-07,51.06,122.48,12.52,52.47,45.27,,0.84,4.0,42.06,7.04,6.3,6.02,156.0,Moderate
Lucknow,2018-02-13,65.95,,7.17,27.61,23.86,8.65,1.58,15.8,20.7,0.14,0.19,,197.0,Moderate
Ahmedabad,2015-12-15,46.93,,8.36,26.7,18.36,,8.4,49.01,90.08,8.0,24.81,5.67,253.0,Poor
Mumbai,2018-05-25,27.37,48.89,42.25,98.3,71.04,12.21,2.78,21.33,10.55,2.49,,,69.0,Satisfactory
Chennai,2017-09-12,36.64,,7.97,10.24,11.02,3.67,0.0,4.38,7.88,0.55,0.42,,56.0,Satisfactory
Chennai,2016-11-04,26.48,,3.18,17.92,13.06,,0.15,2.38,31.95,0.03,0.63,,66.0,Satisfactory
Gurugram,2019-12-03,63.16,126.3,57.33,72.26,93.8,,0.87,2.6,52.76,1.51,4.14,,101.0,Moderate
Hyderabad,2016-06-04,79.28,,12.77,13.49,20.41,,0.89,6.79,25.67,0.24,1.28,0.17,126.0,Moderate
Visakhapatnam,2019-07-09,29.6,174.06,15.6,22.2,26.66,6.5,0.71,6.09,17.12,2.93,6.28,0.68,127.0,Moderate
Lucknow,2020-03-21,51.09,,11.02,17.73,21.84,54.61,0.93,4.76,34.96,0.07,0.61,,93.0,Satisfactory
Visakhapatnam,2020-01-25,67.86,184.74,34.54,46.06,59.61,16.96,1.84,35.37,44.87,8.79,16.32,13.02,132.0,Moderate
Delhi,2020-01-13,120.85,246.26,80.48,129.07,134.87,2.58,1.66,29.77,15.26,12.24,26.2,,325.0,Very Poor
Ernakulam,2018-03-11,14.36,26.98,7.22,2.0,6.63,13.96,1.25,3.58,27.19,1.15,19.01,0.18,49.0,Good
Ahmedabad,2020-04-14,15.95,38.34,3.8,20.85,12.73,,0.42,,8.97,0.74,4.29,0.52,85.0,Satisfactory
Hyderabad,2018-02-27,24.64,122.96,7.17,38.76,24.58,77.92,0.76,4.23,47.9,1.81,16.2,0.4,108.0,Moderate
Bengaluru,2019-05-14,27.74,47.3,10.86,29.52,26.77,12.15,1.35,3.0,18.04,0.75,0.57,,65.0,Satisfactory
Visakhapatnam,2017-12-17,56.11,106.22,3.9,27.95,15.7,12.04,0.71,11.0,41.44,6.23,6.57,2.97,121.0,Moderate
Delhi,2015-05-05,109.55,342.73,62.27,112.6,81.22,13.18,1.4,26.97,47.06,7.75,13.18,,303.0,Very Poor
Amritsar,2017-12-27,49.88,84.06,13.51,9.68,19.3,6.9,0.98,7.82,33.73,1.21,1.23,10.02,117.0,Moderate
Thiruvananthapuram,2020-03-13,31.9,64.76,2.62,6.77,7.18,3.54,1.22,2.9,24.48,,,,71.0,Satisfactory
Ahmedabad,2018-05-13,18.39,,40.58,150.77,75.29,,62.35,41.95,21.11,4.1,32.3,6.91,541.0,Severe
Amaravati,2016-03-29,65.14,107.06,1.16,49.13,31.44,10.47,1.81,13.89,20.91,0.06,0.12,0.12,127.0,Moderate
Hyderabad,2018-08-18,36.79,54.17,15.86,80.33,40.23,,1.07,10.95,14.14,2.94,19.31,4.55,69.0,Satisfactory
Visakhapatnam,2019-01-03,10.06,169.41,8.13,24.17,17.95,9.59,1.04,13.73,33.8,4.98,9.32,3.48,266.0,Poor
Amaravati,2019-07-14,11.46,19.95,8.33,9.21,19.69,1.53,1.51,9.63,35.41,0.09,0.53,0.12,44.0,Good
Delhi,2015-06-29,120.86,210.69,41.69,66.91,60.17,33.84,1.41,9.84,53.46,4.58,36.06,0.47,254.0,Poor
Thiruvananthapuram,2018-10-18,29.73,70.75,1.67,9.3,5.44,5.74,0.2,4.0,29.96,,,,54.0,Satisfactory
Hyderabad,2018-10-06,9.04,13.29,3.2,12.18,5.6,22.02,0.31,12.16,23.32,0.03,0.97,0.11,76.0,Satisfactory
Amritsar,2020-01-30,21.66,,11.39,8.93,23.76,27.62,0.43,8.87,27.43,2.44,1.89,2.0,58.0,Satisfactory
Thiruvananthapuram,2019-06-08,49.68,103.62,2.61,3.16,4.87,12.38,0.62,4.94,52.08,,,,98.0,Satisfactory
Thiruvananthapuram,2019-02-27,32.12,27.18,6.76,6.85,5.55,6.31,0.77,8.89,10.03,,,,73.0,Satisfactory
Amaravati,2018-08-29,34.17,86.87,4.74,13.55,12.39,9.12,0.6,13.71,32.87,0.09,1.79,0.13,94.0,Satisfactory
Visakhapatnam,2020-02-17,59.26,110.39,26.14,53.29,55.38,10.84,1.19,24.58,29.68,7.28,10.33,4.61,128.0,Moderate
Visakhapatnam,2019-10-23,51.87,94.34,3.34,23.08,11.89,2.87,0.53,21.89,30.33,1.3,4.84,0.88,60.0,Satisfactory
Visakhapatnam,2018-10-08,64.2,158.79,7.83,34.75,28.32,11.82,0.85,8.11,19.01,3.87,7.16,2.52,198.0,Moderate
Amaravati,2018-10-02,12.56,13.15,1.4,4.67,3.07,2.45,0.4,6.44,18.79,0.07,0.52,0.11,85.0,Satisfactory
Kolkata,2020-03-16,29.34,82.39,5.02,20.85,22.72,2.8,0.36,3.66,29.89,6.64,7.67,2.17,77.0,Satisfactory
Thiruvananthapuram,2019-09-25,23.71,54.53,10.36,19.26,22.99,14.77,0.62,5.44,17.89,,,,65.0,Satisfactory
Hyderabad,2019-07-09,15.78,53.43,7.89,21.61,21.84,31.04,0.35,4.64,17.15,0.49,3.39,0.53,58.0,Satisfactory
Thiruvananthapuram,2019-09-21,27.76,51.98,1.58,8.19,7.29,12.13,1.3,3.92,68.0,,,,58.0,Satisfactory
Kolkata,2020-06-21,35.82,51.12,6.17,24.37,24.95,5.98,0.36,3.94,33.21,7.79,12.01,1.49,62.0,Satisfactory
Thiruvananthapuram,2020-04-16,14.68,46.28,0.8,5.03,2.77,4.45,0.53,1.28,39.41,,,,52.0,Satisfactory
Ernakulam,2020-03-28,14.75,97.13,95.77,1.99,66.77,,1.42,3.31,40.13,0.18,0.54,0.0,85.0,Satisfactory
Ahmedabad,2019-04-05,91.28,196.13,83.38,57.19,127.57,,17.98,112.18,23.97,,,,378.0,Very Poor
Amritsar,2019-03-09,69.95,72.23,15.94,44.44,47.22,41.83,0.34,2.83,11.76,3.25,0.84,8.88,80.0,Satisfactory
Chandigarh,2019-08-02,28.04,56.34,2.0,9.94,8.55,33.56,0.36,12.57,42.97,2.76,0.19,1.11,64.0,Satisfactory
Chandigarh,2019-04-03,40.14,80.19,9.56,4.79,13.79,,0.82,12.17,27.14,6.1,0.2,2.88,70.0,Satisfactory
Visakhapatnam,2020-01-25,36.27,75.54,10.87,42.72,36.7,18.41,0.26,13.44,15.53,4.75,8.49,1.64,78.0,Satisfactory
Jorapokhar,2017-06-26,,,,,,,,,,,,,,
Mumbai,2016-03-19,,,,,27.96,,0.0,,,0.0,0.0,0.0,,
Gurugram,2017-07-08,290.44,,13.48,23.55,,,0.0,,16.41,,,,,
Patna,2015-07-06,,,22.06,24.45,62.38,,1.09,1.74,14.21,0.14,0.73,0.26,,
Amaravati,2018-06-17,23.18,31.48,3.11,6.31,2.24,10.05,0.62,8.34,45.77,0.4,1.18,0.2,53.0,Satisfactory
Visakhapatnam,2020-02-06,37.76,184.19,9.11,39.98,26.04,2.82,0.66,27.52,38.5,5.02,9.76,3.71,60.0,Satisfactory
Amaravati,2018-04-05,,,,,,,,,,,,,,
Bengaluru,2017-08-15,,98.99,3.89,15.13,10.14,35.17,0.94,2.9,44.7,,,,202.0,Poor
Hyderabad,2015-03-24,,,16.04,46.65,57.29,,0.74,6.65,39.74,1.18,12.91,3.36,,
Chennai,2016-06-10,74.6,,6.04,11.24,11.27,,3.39,27.75,35.87,1.2,0.02,,175.0,Moderate
Amritsar,2017-07-19,,,,,,,,,,,,,,
Ahmedabad,2016-06-29,,,,,,,,,,,,,,
Mumbai,2016-03-26,,,,,16.51,,0.0,,,0.0,0.0,0.0,,
Jorapokhar,2019-05-29,,90.04,7.95,7.21,,6.75,0.25,18.65,23.29,,,,164.0,Moderate
Patna,2019-09-04,29.38,,13.0,67.96,33.74,,1.2,29.44,24.55,4.43,24.53,18.03,81.0,Satisfactory
Guwahati,2019-10-05,12.33,30.12,1.76,9.59,6.73,6.51,0.46,16.29,22.54,0.0,,,30.0,Good
Chennai,2016-08-18,22.2,,8.34,12.04,6.0,104.07,4.46,2.22,30.71,0.52,26.28,,45.0,Good
Patna,2018-07-20,40.38,,33.82,51.05,82.63,,1.3,5.15,10.88,0.13,0.49,0.02,103.0,Moderate
Bengaluru,2018-05-28,66.13,,4.64,11.79,10.68,,0.87,6.57,45.71,0.29,1.0,,107.0,Moderate
Lucknow,2017-05-02,87.23,,20.48,19.66,,,7.58,5.65,72.01,2.2,8.43,,158.0,Moderate
Thiruvananthapuram,2020-03-14,80.73,,16.07,11.71,21.96,26.26,0.97,6.69,1.17,,,,,
Bengaluru,2019-01-02,69.74,167.57,9.63,33.8,0.0,18.7,1.56,5.02,27.23,1.49,3.72,,142.0,Moderate
Lucknow,2015-05-13,44.54,,3.89,8.78,4.49,,3.8,9.77,45.19,0.0,0.03,,145.0,Moderate
Chennai,2020-04-23,23.49,,6.88,14.04,25.61,17.45,0.99,9.76,35.08,0.2,0.0,,86.0,Satisfactory
Chennai,2015-04-14,38.11,,5.95,10.61,10.63,10.0,0.64,6.45,32.9,0.38,0.0,,88.0,Satisfactory
Ahmedabad,2015-05-03,95.04,,7.01,21.58,28.24,,7.54,13.64,29.68,5.08,6.56,0.9,290.0,Poor
Gurugram,2016-02-06,138.04,,29.48,85.25,46.35,,0.51,10.97,35.85,2.0,5.51,,365.0,Very Poor
Thiruvananthapuram,2019-09-05,10.38,22.77,6.14,13.21,13.36,12.91,0.9,4.04,16.35,,,,43.0,Good
Mumbai,2020-03-24,10.79,31.69,15.97,6.87,19.33,14.55,0.42,11.17,15.24,1.94,,,68.0,Satisfactory
Gurugram,2019-07-24,23.67,71.26,7.58,30.91,24.27,51.04,0.66,16.94,21.3,2.0,5.99,,108.0,Moderate
Patna,2018-03-28,172.76,,61.42,64.9,95.74,,2.4,48.51,47.65,1.28,7.49,4.37,353.0,Very Poor
Bengaluru,2016-01-09,44.91,115.04,4.18,33.01,0.0,226.91,0.81,5.64,23.26,2.5,4.05,,110.0,Moderate
Jaipur,2020-06-24,18.74,34.01,21.83,16.67,36.44,27.57,0.81,9.79,37.73,0.13,10.1,,88.0,Satisfactory
Bengaluru,2018-01-04,51.98,107.13,19.45,55.89,50.31,17.51,,5.87,42.09,3.15,27.46,0.48,106.0,Moderate
Guwahati,2019-12-16,158.31,239.8,77.96,17.62,78.41,15.87,1.44,15.08,23.87,0.32,,,363.0,Very Poor
Lucknow,2019-11-16,124.11,,10.92,30.74,23.01,6.35,1.05,9.53,51.24,1.3,6.59,,319.0,Very Poor
